Hot_chr	Hot_start	Hot_end	Hot_GC	Min_rec	Mean_rec	Max_rec	hot_count_Western	hot_count_A1	hot_count_E1	hot_count_Pt1	hot_count_total	Cold_chr	Cold_start	Cold_end	Cold_GC	Min_rec	Mean_rec	Max_rec	cold_count_Western	cold_count_A1	cold_count_E1	cold_count_Pt1	cold_count_total
chr3	99545000	99548000	30.66	0.00	5.04718357679381	7.84001995565407	0	2	0	2	4	chr3	99626001	99629000	30.7666666666667	0	0.00367139582790344	0.00368939812810886	1	0	0	0	1
chr3	99823000	99826000	31.19	0.00	2.67321485063755	3.96239019189766	0	0	0	1	1	chr3	99919001	99922000	31.2666666666667	0	0.468886431971979	0.471616566479934	1	1	0	1	3
chr3	100276000	100277000	38.96	0.00	0.812411642568147	7.25746043165456	0	0	0	0	0	chr3	100198001	100199000	39.1	0	0.15913012232414	0.15913012232414	0	0	0	0	0
chr3	100324000	100326000	28.99	0.00	3.08636567469663	3.68290654205764	2	0	0	0	2	chr3	100418001	100420000	28.95	0	0.162284463388903	0.164030058892701	2	0	0	1	3
chr3	100524000	100527000	26.25	0.33	6.22229293863749	6.2588200484632	0	0	0	0	0	chr3	100438001	100441000	24.7	0	0.173308087479006	0.173346798547719	0	0	0	0	0
chr3	100847000	100849000	31.18	0.00	10.4873780005274	25.7588821548822	0	0	1	0	1	chr3	100934001	100936000	31.1	0	0.00289057999841611	0.00306509859356807	1	0	1	0	2
chr3	100858000	100862000	35.09	0.00	9.83892169253803	20.7401603694374	2	0	0	1	3	chr3	100905001	100909000	35.55	0	0.319344403062136	0.31940763294947	1	0	2	1	4
chr3	101169000	101170000	34.77	0.00	1.77575355354559	3.70855084745819	0	1	0	0	1	chr3	101164001	101165000	34.7	0	0.604245872159635	0.608058823530989	0	0	0	1	1
chr3	102040000	102042000	33.58	0.00	4.68683125737984	16.5571428571444	2	0	0	0	2	chr3	102139001	102141000	33.6	0	0.000879904035766776	0.000954545384956873	0	1	1	1	3
chr3	103527000	103530000	39.49	0.00	3.61326749659061	6.05827997565436	1	0	3	2	6	chr3	103487001	103490000	39.6333333333333	0	0.00416734827131679	0.00418742618867308	1	0	0	0	1
chr3	104346000	104347000	46.45	0.00	0.551622829394273	5.58617045454536	0	0	0	0	0	chr3	104398001	104399000	46.4	0	0.00513655638247138	0.00547963800899004	0	0	0	0	0
chr3	104379000	104383000	37.27	0.00	10.5078901474674	10.5078901474674	1	0	0	1	2	chr3	104466001	104470000	37.4	0	0.00221992614670696	0.002236743912327	0	1	1	2	4
chr3	104848000	104852000	37.19	0.00	7.404577424782	11.3726899684044	1	0	2	2	5	chr3	104933001	104937000	37.225	0	0.06432685607518	0.0644300746621589	1	1	1	0	3
chr3	105610000	105613000	46.73	9.30	8.59471219203056	41.9316666667934	0	0	0	0	0	chr3	105661001	105664000	46.7666666666667	0	0.166916479419086	0.167273290542497	0	0	0	0	0
chr3	105773000	105775000	36.43	0.00	3.66823708612351	9.24389440993899	0	0	0	0	0	chr3	105729001	105731000	36.5	0	0.0550935935006393	0.0551649840391355	2	1	1	1	5
chr3	105869000	105870000	29.27	0.00	3.36744879997111	13.4715454545254	0	0	0	0	0	chr3	105958001	105959000	27.8	0	0.292313752608715	0.394360465116035	0	0	0	0	0
chr3	106332000	106333000	37.86	0.00	0.80371067217585	12.7074868420981	0	0	0	0	0	chr3	106242001	106243000	37.9	0	0.0153893102568145	0.0154299065415616	0	0	0	0	0
chr3	106342000	106343000	33.37	0.00	0.907679998745132	7.21311594202564	0	0	0	1	1	chr3	106389001	106390000	33.4	0	0.0505794433272976	0.0506102320675098	0	0	0	0	0
chr3	106400000	106404000	34.84	0.00	13.7549175255487	21.2987222222227	1	1	0	3	5	chr3	106314001	106318000	34.85	0	0.205106356155951	0.278388888024946	1	0	1	0	2
chr3	107496000	107501000	32.17	0.00	7.06775974270757	9.47380188679161	1	1	0	1	3	chr3	107525001	107530000	31.858	9.02	0.126250629065098	0.126360487121551	0	0	0	0	0
chr3	107598000	107602000	34.89	0.00	6.85279934176564	10.353542857142	1	0	0	1	2	chr3	107544001	107548000	34.925	0	0.41195467148812	0.431910904112977	0	0	0	0	0
chr3	107620000	107623000	44.05	0.00	10.8707654475353	25.7217795637195	0	0	0	0	0	chr3	107707001	107710000	42.9333333333333	0	0.442875294193525	0.604611034749452	0	0	1	0	1
chr3	107658000	107662000	32.18	0.75	6.14360307972056	13.3339011299438	0	2	1	0	3	chr3	107643001	107647000	31.7425	12.45	0.166279966142772	0.228362613546365	0	0	0	0	0
chr3	107853000	107855000	34.23	72.11	8.61215315521968	9.92851006711407	0	0	0	0	0	chr3	107772001	107774000	34.35	0	0.281797535177011	0.284240148756188	0	0	0	0	0
chr3	107868000	107873000	33.11	0.00	12.3501826420324	15.2182093023268	0	0	0	0	0	chr3	107770001	107775000	32.898	4.72	0.28153504291456	0.282512088346231	1	0	1	0	2
chr3	108020000	108022000	46.53	0.00	10.9897202474129	10.9898333331936	0	0	0	0	0	chr3	107994001	107996000	46.15	0	0.249274078757636	0.254887827059726	0	0	0	0	0
chr3	108165000	108167000	37.68	0.00	1.44148118375432	5.42220394736672	0	0	0	0	0	chr3	108081001	108083000	37.85	0	0.154386837058094	0.157989433498385	0	0	0	0	0
chr3	108221000	108225000	30.89	0.00	14.070940792445	41.4025000000038	1	1	0	1	3	chr3	108290001	108294000	31.025	0	0.132677700119022	0.138575164603446	0	3	1	2	6
chr3	108557000	108560000	33.02	0.00	13.4975448646122	15.5861598513011	1	0	0	1	2	chr3	108644001	108647000	33.1	0	0.242643642000998	1.11499104059309	0	1	1	0	2
chr3	108653000	108659000	36.36	0.00	9.02670465927977	9.81312962962706	3	0	1	2	6	chr3	108598001	108604000	36.2083333333333	12.8666666666667	0.000280004857125447	0.000284951830703724	2	0	1	0	3
chr3	108739000	108741000	38.13	0.00	0.874687368765716	10.0721780821889	0	0	0	0	0	chr3	108801001	108803000	38.15	0	0.514934800155005	0.515364973699991	1	0	0	0	1
chr3	108756000	108757000	29.27	0.00	1.11858816240389	4.58735874439494	0	1	0	0	1	chr3	108724001	108725000	29.3	0	0.123466017512443	0.123689024390598	0	0	0	0	0
chr3	108872000	108873000	35.56	0.00	0.570103964628747	3.3834468085117	0	0	0	0	0	chr3	108852001	108853000	35.6	0	0.074819555555425	0.074819555555425	0	0	0	0	0
chr3	108991000	108994000	39.42	0.00	7.72675365156429	12.7829516128963	1	1	0	1	3	chr3	108982001	108985000	39.8666666666667	0	0.303524788706591	0.695029741299435	3	0	0	1	4
chr3	109253000	109255000	37.15	10.54	3.75063812031128	18.4413419913405	0	0	0	0	0	chr3	109198001	109200000	37.2	0	0.340289227197007	1.06394383561821	0	2	0	1	3
chr3	109433000	109435000	50.82	0.00	3.20817936748797	3.66465889830687	0	0	0	0	0	chr3	544039						0	0	0	0	0
chr3	109442000	109447000	32.44	0.20	7.4368104151503	19.369390101893	1	2	2	1	6	chr3	109399001	109404000	31.992	22.14	0.513010260893851	1.34293814504308	0	3	0	0	3
chr3	109498000	109499000	30.67	0.00	2.86444919464621	16.1164404145111	0	0	0	0	0	chr3	109550001	109551000	30.7	0	0.567868611544929	0.571439613524955	0	0	0	0	0
chr3	110000000	110001000	32.17	0.00	0.734409555746954	3.59546951219782	0	0	1	0	1	chr3	110021001	110022000	32.1	0	0.35800941730923	0.358109561753134	0	0	0	0	0
chr3	110160000	110163000	40.59	0.00	11.0681368733646	17.1335497237573	0	0	0	0	0	chr3	110113001	110116000	40.2333333333333	0	0.00433565046116262	0.00433738195531415	0	0	0	1	1
chr3	110171000	110174000	38.48	0.33	7.5816414670899	47.1486666666578	0	0	0	0	0	chr3	110094001	110097000	38.1166666666667	0.333333333333333	0.50040217871837	0.500419932119881	0	2	0	2	4
chr3	110203000	110205000	33.58	0.00	15.2738091134363	16.5549299139855	1	0	1	1	3	chr3	110167001	110169000	33.8	0	0.000600440653345463	0.000833333501759627	0	0	0	0	0
chr3	110242000	110246000	36.02	0.00	10.0657403235524	13.5065303788422	1	1	3	2	7	chr3	110324001	110328000	36.25	0	0.290645610260361	0.294455416150816	0	0	1	0	1
chr3	110308000	110309000	38.66	0.00	0.850768684372625	4.13576033057806	0	0	1	0	1	chr3	110216001	110217000	38.7	0	0.00680995709705926	0.00681069958859234	0	0	0	0	0
chr3	110345000	110347000	38.53	0.00	2.41600943191783	4.63593002915469	0	0	0	0	0	chr3	110374001	110376000	37.95	0	0.375078733822201	0.828498003991524	0	0	0	1	1
chr3	110469000	110472000	33.40	0.43	3.80150527498548	4.33519078947149	0	0	1	0	1	chr3	110544001	110547000	33.2666666666667	0	0.509804085191171	0.511319786373509	0	0	0	0	0
chr3	110568000	110571000	38.05	0.00	4.37595453605853	6.6762702702584	2	0	1	0	3	chr3	110522001	110525000	38	0	0.214524918773905	0.216676115466103	1	0	1	1	3
chr3	110770000	110772000	34.43	0.00	2.85628345893223	6.1969425287316	0	0	2	0	2	chr3	110782001	110784000	34.4	0	0.00404965341944787	0.00405420928782036	0	2	1	0	3
chr3	110787000	110790000	40.25	0.00	18.1554879399748	49.0516398503276	0	1	1	0	2	chr3	110863001	110866000	40.5666666666667	0	0.278611734758543	0.279996544741978	0	2	1	1	4
chr3	110804000	110806000	31.13	0.00	3.90311869551793	5.59027065527027	0	0	1	2	3	chr3	110853001	110855000	31.65	0	0.290249981035204	0.290249981035204	3	0	1	2	6
chr3	111105000	111106000	36.76	0.00	0.862886335912322	6.31329999999556	0	0	0	0	0	chr3	111094001	111095000	36.8	0	0.00920985738039401	0.00927156549577152	0	0	1	0	1
chr3	111202000	111203000	42.56	0.00	1.19157576893279	4.71910091743391	0	1	1	0	2	chr3	111264001	111265000	42.5	0	0.120196746912713	0.124109390125828	0	0	0	0	0
chr3	111499000	111501000	42.76	11.99	0.576263764456019	7.57946511628181	0	0	0	0	0	chr3	111584001	111586000	42.4	0	0.238974940985434	0.239464894375366	0	0	0	1	1
chr3	112642000	112645000	40.69	0.00	5.92302780302506	10.6340194465215	2	0	0	0	2	chr3	112649001	112652000	40.7666666666667	0	0.263224809967887	0.560903139896128	1	1	1	0	3
chr3	112739000	112742000	43.82	0.00	13.8524426259158	27.138481675395	1	1	0	0	2	chr3	112807001	112810000	43.8	0	0.144220167319964	0.166067024479374	0	0	0	0	0
chr3	112888000	112890000	44.93	0.00	10.0492731201476	13.4337107437989	2	0	1	0	3	chr3	112895001	112897000	45.15	0	0.0829482556580577	0.0829804772255125	1	1	1	0	3
chr3	113394000	113397000	39.52	0.00	4.89632438775052	9.5254611973392	0	0	0	0	0	chr3	113378001	113381000	39.5	0	0.142789925229164	0.142819809523644	0	0	0	0	0
chr3	113713000	113714000	38.96	0.00	2.01016918650241	6.02349059334383	0	0	0	0	0	chr3	113663001	113664000	39	0	0.000320165205771401	0.000321199143144882	0	0	0	1	1
chr3	115286000	115287000	33.77	0.00	1.84585613378339	3.84981249999328	0	0	0	0	0	chr3	115240001	115241000	33.5	0	0.00249970879438646	0.00250000000044572	0	0	0	0	0
chr3	115741000	115742000	41.36	0.00	2.14458228715808	3.49640909090257	0	0	0	0	0	chr3	115669001	115670000	41.5	0	0.168780350877409	0.168780350877409	0	0	1	0	1
chr3	115975000	115976000	41.47	1.00	0.543459249476553	3.59622556390974	0	0	0	0	0	chr3	116015001	116016000	41.6	0	0.303401792922202	0.307109979633455	0	0	0	0	0
chr3	116138000	116141000	34.42	0.00	3.8460686575288	9.69656603772922	0	0	0	0	0	chr3	116145001	116148000	35.1333333333333	0	0.0414899799600831	0.0414899799600831	0	2	0	1	3
chr3	116832000	116835000	39.12	0.00	3.52479974674651	3.95314005474465	0	0	2	0	2	chr3	116855001	116858000	39	0	0.00216503671728024	0.00217091150064397	1	1	1	0	3
chr3	116844000	116846000	43.68	0.00	4.20838133415961	6.04662971698062	0	1	0	0	1	chr3	116798001	116800000	43.65	0	0.247218099767454	0.247326046851541	0	0	0	0	0
chr3	117470000	117471000	47.25	0.00	3.83283525202884	7.22182059800852	0	1	0	0	1	chr3	117426001	117427000	47.4	0	0.0794762607053273	0.0843698884751933	0	0	0	0	0
chr3	117488000	117489000	48.35	0.00	1.04464824634053	3.64379899497295	0	0	1	0	1	chr3	117483001	117484000	48.4	0	0.00170039738901879	0.00171084338287172	0	0	0	0	0
chr3	117763000	117765000	32.88	0.00	0.487519847101463	5.3805603448413	0	0	0	0	0	chr3	117710001	117712000	33	0	0.00960856506507714	0.0263086231367741	0	1	0	1	2
chr3	118129000	118132000	37.39	0.00	6.13273353147761	23.7481710526385	0	1	0	0	1	chr3	118157001	118160000	37.4	0	0.00839728405727474	0.00847969007180004	1	0	0	3	4
chr3	119622000	119623000	37.66	0.00	1.01891057877688	3.90894573643017	0	0	0	0	0	chr3	119669001	119670000	37.7	0	0.00746018661622185	0.00746249999489616	1	1	0	1	3
chr3	120132000	120138000	36.41	0.00	12.7810193524473	16.480040000024	0	1	2	2	5	chr3	120074001	120080000	36.4833333333333	0	0.13679121807373	1.110506200608	3	1	4	3	11
chr3	120175000	120176000	39.26	0.00	3.01412868534741	3.40364953270556	0	0	0	0	0	chr3	120226001	120227000	39.3	0	0.240399844418423	0.240399844418423	0	0	0	0	0
chr3	120417000	120420000	37.82	0.00	21.9741336495237	38.1640600144612	0	0	0	0	0	chr3	120453001	120456000	37.9666666666667	0	0.301285370695561	0.537713653123146	0	0	1	0	1
chr3	120457000	120459000	33.08	0.00	2.959053444371	3.21838974358902	2	1	0	1	4	chr3	120364001	120366000	33.05	0	0.580179451210194	1.00950453069071	0	0	0	1	1
chr3	120536000	120542000	36.69	10.16	4.32094916127479	4.41196120689726	2	1	2	1	6	chr3	120491001	120497000	36.75	0	0.279466904422197	0.477817231727485	5	4	2	0	11
chr3	120563000	120568000	36.95	0.00	8.72609989950789	9.84085018315008	0	0	1	5	6	chr3	120512001	120517000	36.92	0	0.00683534323102774	0.021381961988549	0	1	2	1	4
chr3	120671000	120674000	38.52	0.00	2.89138842029345	3.69001989150072	0	0	1	0	1	chr3	120729001	120732000	38.3	0	0.00154016618378387	0.0015404262498378	1	1	2	0	4
chr3	121051000	121053000	36.63	0.00	14.0378294548622	37.7616897856255	0	0	0	0	0	chr3	120971001	120973000	36.75	0	0.27839868205049	0.332080512565679	0	0	0	0	0
chr3	121086000	121087000	31.17	0.00	14.7110760447719	18.6113698193407	0	0	0	1	1	chr3	121061001	121062000	31	0	0.00836956523649352	0.00837022900863067	0	0	0	0	0
chr3	121300000	121302000	40.73	0.00	4.57812820416548	7.36777945945898	0	0	0	0	0	chr3	121288001	121290000	40.55	0	0.360347865543521	1.04941524621099	0	0	1	0	1
chr3	121394000	121397000	34.72	0.00	7.95517565731747	10.4076799999893	0	0	2	1	3	chr3	121330001	121333000	34.7333333333333	0	0.219048606551546	0.222575593547337	0	0	0	0	0
chr3	121682000	121685000	38.25	0.00	5.89436467105593	7.70535897437441	0	0	1	0	1	chr3	121665001	121668000	38.1666666666667	0	0.339903761737529	0.340922734878447	1	0	0	1	2
chr3	121824000	121826000	31.53	0.00	0.396639623272779	3.31720212765736	0	0	1	0	1	chr3	121756001	121758000	31.55	0	0.00667983039728081	0.00667993906308766	0	1	1	1	3
chr3	121963000	121965000	34.53	0.00	9.0580200000633	9.05802040816152	0	1	0	0	1	chr3	122025001	122027000	34.7	0	0.0229821130370474	0.0235113081463166	2	0	0	1	3
chr3	122017000	122019000	34.43	0.00	6.2228788410736	13.9447537313477	0	0	0	1	1	chr3	122026001	122028000	34.25	0	0.0226703676098985	0.0231126083275901	0	0	0	0	0
chr3	122388000	122389000	34.67	0.00	0.882254866218738	5.81800694444862	0	0	0	0	0	chr3	122315001	122316000	34.6	0	0.00471961070628496	0.00472083333230936	0	0	2	0	2
chr3	122565000	122569000	44.66	0.00	14.1114650828328	24.0658333333765	0	0	0	0	0	chr3	122664001	122668000	45.575	0	0.551312813581354	1.93288327598811	0	0	0	0	0
chr3	122591000	122592000	32.67	0.00	1.49268214245844	5.17975257731713	0	0	0	0	0	chr3	122589001	122590000	32.7	0	0.0114016645460069	0.0114112903130233	0	0	0	0	0
chr3	122615000	122618000	39.92	0.00	5.60557385620738	7.47756666666343	0	0	0	0	0	chr3	122533001	122536000	40	0	0.12249985863337	0.124793291229279	1	3	1	2	7
chr3	123229000	123230000	32.87	0.00	0.672330847694392	7.450726315782	1	0	0	0	1	chr3	123206001	123207000	32.8	0	0.0287888823052942	0.0296691331935533	0	0	0	0	0
chr3	123327000	123328000	38.06	0.00	4.7439944905278	10.7728794567084	0	1	0	0	1	chr3	123313001	123314000	38.1	0	0.00020019862463992	0.00020083246602891	0	0	0	1	1
chr3	123492000	123494000	35.88	0.00	17.4163253899873	49.6405930232572	2	1	1	0	4	chr3	123461001	123463000	35.85	0	0.600260273972916	0.600260273972916	1	2	0	0	3
chr3	124039000	124040000	42.06	0.00	0.695817715941166	4.60970754716501	0	0	0	0	0	chr3	124042001	124043000	42.1	0	0.370408883684001	0.470810209424799	0	0	0	0	0
chr3	124621000	124623000	56.02	0.00	8.48572733581912	38.9898333335926	1	0	0	0	1	chr3	124663001	124665000	55.885	9.35	0.0831074431661311	0.0831151245551972	0	0	0	0	0
chr3	124889000	124890000	41.56	0.00	2.88728687180326	3.63992079207829	0	0	0	0	0	chr3	124961001	124962000	41.6	0	0.353012514220028	0.481639925373093	0	0	0	0	0
chr3	126346000	126349000	46.35	0.00	4.45363293910738	5.68123346303396	0	0	0	1	1	chr3	126259001	126262000	45.6	0	0.000140028467734366	0.000140079116737159	0	1	0	2	3
chr3	126360000	126361000	42.26	0.00	0.435784720679628	5.55160000000218	0	0	0	0	0	chr3	126383001	126384000	42.3	0	0.338899894403091	0.338899894403091	2	0	0	0	2
chr3	127117000	127119000	38.53	0.00	2.34331920463663	3.5644374999606	0	0	0	0	0	chr3	127158001	127160000	38.55	0	0.26706240304397	0.267330017635827	0	0	0	0	0
chr3	127186000	127187000	36.26	0.00	0.563951788739205	4.03009137055863	0	0	0	0	0	chr3	127174001	127175000	36.3	0	0.267324221693	0.267361290321611	0	0	0	0	0
chr3	127353000	127356000	47.68	0.00	6.85141528349904	6.86366026365371	0	0	1	0	1	chr3	127431001	127434000	47.7066666666667	7.06666666666667	0.195229971903386	0.195763371567787	2	1	1	0	4
chr3	127395000	127398000	46.45	0.00	17.8180392230493	29.7922309899573	0	1	3	1	5	chr3	127442001	127445000	46.4666666666667	0	0.000829950132738673	0.000831112914203105	0	1	2	0	3
chr3	128201000	128202000	35.16	0.00	0.449627505632527	6.40164968152334	0	0	0	0	0	chr3	128267001	128268000	35.2	0	0.00214004293759851	0.00214130434909274	0	0	0	0	0
chr3	128257000	128259000	58.97	0.00	4.45141737858687	18.117960893861	0	0	0	0	0	chr3	562863						0	0	0	0	0
chr3	128394000	128396000	41.68	0.00	0.841062491375173	3.93648275863158	1	0	2	0	3	chr3	128366001	128368000	41.75	0	0.334793860664378	0.33643048128385	0	0	0	0	0
chr3	130073000	130075000	39.33	0.00	1.346579788551	16.0480000000202	0	0	0	0	0	chr3	129983001	129985000	39.3	0	0.00324001288483938	0.00324071962816566	0	2	0	0	2
chr3	130275000	130277000	50.00	6.35	6.76968379920949	14.3980312499963	0	0	0	0	0	chr3	564882						0	0	0	0	0
chr3	130288000	130291000	48.28	0.33	12.835752852349	12.8519999998389	1	0	0	0	1	chr3	130234001	130237000	47.93	13.4666666666667	0.620634717552826	0.756526446214692	0	0	0	1	1
chr3	130459000	130461000	53.37	0.00	3.76987742121813	11.7499718310004	0	0	1	0	1	chr3	130535001	130537000	53.18	3.55	0.276637325379456	0.278991057351381	0	0	1	0	1
chr3	131415000	131417000	64.67	26.44	1.59126319620626	8.17439857650845	0	0	0	0	0	chr3	131420001	131422000	64.7	0	0.608459790209899	0.608459790209899	0	1	0	0	1
chr3	132057000	132060000	33.67	0.33	8.2599712796232	23.2751899251199	0	0	0	0	0	chr3	566666						0	0	0	0	0
chr3	132216000	132218000	45.43	0.00	12.5145109517603	22.3836113537089	0	0	0	1	1	chr3	132167001	132169000	45.25	0	0.112434126235384	0.112734639144148	0	1	1	0	2
chr3	132982000	132986000	45.31	0.00	11.3247575665545	16.2187500000073	0	0	0	0	0	chr3	133066001	133070000	45.55	0	0.248084165656019	0.47283307981735	0	0	1	0	1
chr3	133081000	133082000	41.96	0.00	0.97256616601166	17.0531238095247	1	0	0	0	1	chr3	133085001	133086000	41.8	0	0.0054298355219452	0.00543013100381295	0	0	0	0	0
chr3	133277000	133280000	56.00	2.23	6.08819183443121	22.4527499999567	2	0	0	1	3	chr3	133215001	133218000	54.9133333333333	7.73333333333333	0.00273001286545183	0.00273001286545183	0	0	3	0	3
chr3	133565000	133567000	58.67	0.00	10.8222730344177	27.4742222221297	0	0	0	0	0	chr3	133473001	133475000	58.29	12.95	0.116554833873331	0.116564792204695	0	1	0	0	1
chr3	133692000	133695000	51.55	0.00	10.908485022274	29.5431428572296	0	0	0	0	0	chr3	133751001	133754000	51.27	16.1	0.0761593416636515	0.0761902039568522	0	2	1	0	3
chr3	133794000	133797000	51.08	0.00	22.955362895499	28.9768181818627	0	0	0	0	0	chr3	133699001	133702000	50.8	0	0.0441238664223543	0.0557662374333306	1	0	0	1	2
chr3	133810000	133812000	52.67	0.00	1.757781740811	3.46551046025536	0	1	0	0	1	chr3	133822001	133824000	52.95	0	0.556959989617532	0.556959993598119	0	0	0	0	0
chr3	133931000	133932000	46.65	0.00	0.269832541559031	3.77839999999588	1	0	0	0	1	chr3	133994001	133995000	46.67	1	0.0767638294769237	0.104089911354366	1	1	0	0	2
chr3	134560000	134564000	47.71	0.25	22.849649000646	25.9462857143912	0	0	0	0	0	chr3	134655001	134659000	48.325	0	0.229764431407423	0.23416051123084	0	1	0	0	1
chr3	134950000	134952000	44.68	0.00	3.94855642173851	7.90579054053622	0	0	0	0	0	chr3	134992001	134994000	44.85	0	0.00189222330087699	0.00194494227911312	0	0	0	1	1
chr3	135138000	135141000	36.32	0.00	14.331221146359	14.3433611110595	0	0	2	1	3	chr3	135043001	135046000	36.3	0	0.13614094706054	0.139096805615343	0	0	0	0	0
chr3	135712000	135715000	41.32	0.00	0.494861783053728	6.1865696202576	1	1	0	0	2	chr3	135639001	135642000	41.5666666666667	0	0.00023996450628985	0.000241491384305795	0	0	0	0	0
chr3	135733000	135734000	41.96	0.00	0.886504393459383	3.50586813186925	0	0	0	0	0	chr3	135673001	135674000	42	0	0.00139000876419986	0.00139000876419986	0	0	1	0	1
chr3	135878000	135881000	54.48	0.00	10.132067858343	20.9998767123293	0	0	0	0	0	chr3	570487						0	0	0	0	0
chr3	135992000	135993000	36.06	0.00	1.13498209231166	9.07922093020441	0	0	0	0	0	chr3	136043001	136044000	36.1	0	0.443526435708307	0.776290666666076	0	0	0	0	0
chr3	136028000	136029000	41.66	0.00	0.81217782701718	5.06474456519952	0	0	0	0	0	chr3	136076001	136077000	41.7	0	0.00233000499544917	0.00233020637608981	2	0	0	0	2
chr3	136130000	136131000	34.77	0.00	0.719961111324252	10.805265822789	1	0	1	1	3	chr3	136124001	136125000	34.7	0	0.0814104108266083	0.124529612758186	0	1	1	0	2
chr3	136286000	136287000	43.96	0.00	1.29234285147175	4.49272340421808	0	0	0	1	1	chr3	136385001	136386000	44.1	0	0.00678231196476891	0.00868984547714296	0	0	0	0	0
chr3	136334000	136336000	38.33	0.00	23.5293307088846	26.709111111106	0	0	1	0	1	chr3	136404001	136406000	38.4	0	0.199470111016145	0.199470111016145	0	0	0	0	0
chr3	136350000	136353000	38.79	0.00	7.4444922023283	11.5286212121186	1	1	0	0	2	chr3	136382001	136385000	38.8666666666667	0	0.00469194314425047	0.0046984126820399	0	1	0	0	1
chr3	136371000	136374000	41.19	0.00	8.44811549617763	20.2595106761578	0	0	0	0	0	chr3	136405001	136408000	41.3	0	0.199319947747907	0.199833120605926	0	0	0	0	0
chr3	136389000	136390000	37.44	0.20	3.50064321032887	9.90008031496229	0	0	0	1	1	chr3	136381001	136382000	37.5	0	0.00465996646712077	0.00466091245264688	1	0	0	0	1
chr3	136527000	136530000	40.75	0.00	8.62219219387138	49.344444444513	0	1	0	0	1	chr3	136514001	136517000	40.7333333333333	0	0.00620995117564093	0.00621937072134223	0	0	0	0	0
chr3	136880000	136885000	40.31	9.76	7.39811328544987	40.8861666667993	1	0	3	2	6	chr3	136869001	136874000	40.28	0	0.199188792070959	0.75527636991837	1	0	1	0	2
chr3	137244000	137247000	37.69	1.17	9.23296631519156	14.6383106936437	1	0	0	0	1	chr3	137229001	137232000	37.8	0	0.118952924180379	0.119007226454792	1	1	0	1	3
chr3	137259000	137261000	39.43	0.50	19.9025167850596	22.652580145279	0	0	4	0	4	chr3	137353001	137355000	39.4	15.2	0.233222834157161	0.233781784186737	0	0	0	0	0
chr3	137394000	137395000	40.66	0.00	0.859633396273448	4.42541772150158	0	0	0	0	0	chr3	137368001	137369000	40.71	1	0.150900026448395	0.150900026448395	0	0	0	0	0
chr3	137414000	137418000	39.93	4.92	9.5664698595933	10.6761999995797	2	0	0	0	2	chr3	137362001	137366000	39.9175	0.25	0.418790887290832	0.43884988328429	0	0	0	1	1
chr3	137504000	137506000	33.08	0.00	12.6697000961228	12.6697000961228	0	1	0	1	2	chr3	137491001	137493000	32.85	0	0.57850795665685	0.578964521222417	0	0	0	0	0
chr3	138254000	138255000	39.36	0.00	1.11721760974525	6.98028217820957	0	0	0	0	0	chr3	138301001	138302000	39.4	0	0.0138000336926417	0.0138000336926417	0	0	0	0	0
chr3	138492000	138494000	34.63	0.00	4.5090435463279	8.2574697986494	0	0	0	0	0	chr3	138592001	138594000	34.1	0	0.0285612792721906	0.0287084808309196	0	0	0	0	0
chr3	138509000	138512000	51.65	0.00	1.83656262645388	5.55719999999888	0	1	3	1	5	chr3	138411001	138414000	51.6	0	0.443942294842883	0.444566205004537	0	0	0	0	0
chr3	138617000	138620000	37.39	0.00	11.8897962551764	14.9555333332197	0	1	0	0	1	chr3	138707001	138710000	37.9333333333333	0	0.23312978396326	0.233237247174531	0	0	0	0	0
chr3	139510000	139511000	47.45	0.00	4.19039284056889	5.77813011153123	0	1	0	1	2	chr3	139493001	139494000	47.5	0	0.0100633243870722	0.0102700381698889	2	0	0	0	2
chr3	139551000	139552000	47.55	0.00	0.861798831269279	7.86196124033105	0	0	0	1	1	chr3	139549001	139550000	47.5	0	0.480219350928637	1.01344999999856	0	0	1	0	1
chr3	140108000	140111000	41.75	0.00	0.605947117801438	5.52680198018039	0	1	0	0	1	chr3	140090001	140093000	42.0333333333333	0	0.258417328224378	0.398634020913859	1	0	0	0	1
chr3	140193000	140196000	40.95	0.00	7.12723360390854	8.83469982847357	1	0	0	0	1	chr3	140275001	140278000	40.8666666666667	0	0.00222999315619126	0.00223085077053415	1	0	1	0	2
chr3	140474000	140476000	39.98	0.00	5.60925260304729	12.5819999999999	0	0	0	1	1	chr3	140533001	140535000	39.95	0	0.103429726748289	0.161630147851915	2	0	0	0	2
chr3	140859000	140862000	47.12	4.53	7.78000593090402	8.27306094182546	0	0	0	0	0	chr3	140847001	140850000	47.1333333333333	24.4333333333333	0.0577777325132015	0.0577799676021655	0	0	0	0	0
chr3	142086000	142087000	43.86	0.00	0.428698962285664	5.46599159662503	0	0	0	0	0	chr3	142040001	142041000	43.9	0	0.330425907471953	0.385989836250634	1	0	1	0	2
chr3	142704000	142706000	45.23	0.00	5.52697359812182	9.53507191779988	0	0	0	0	0	chr3	142734001	142736000	45.45	0	0.0205763702344173	0.0205806451627672	0	0	0	0	0
chr3	143372000	143375000	37.69	0.00	1.29547828383276	4.24473008849759	0	0	0	0	0	chr3	143397001	143400000	37.8	0	0.177420597353333	0.243459927551733	0	1	1	0	2
